"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.68328165834115e-12,0.524772672097377,0.272,0.142,5.3665633166823e-09,"3","Flrt2"
3.6788314272598e-12,0.523159481491375,0.332,0.175,7.3576628545196e-09,"3","Scg2"
1.87468656963218e-11,0.371475977580674,0.698,0.522,3.74937313926437e-08,"3","Fat3"
2.94121048428343e-11,0.330659755450048,0.657,0.496,5.88242096856686e-08,"3","Plcl1"
3.12123983748756e-11,0.302599572194238,0.735,0.563,6.24247967497512e-08,"3","Nebl"
3.30702532568706e-11,0.483513136169034,0.523,0.363,6.61405065137412e-08,"3","Trpc5"
3.64920037902654e-11,0.345665464755159,0.364,0.219,7.29840075805308e-08,"3","Cdh20"
6.173345635077e-11,0.46032292239016,0.562,0.398,1.2346691270154e-07,"3","Grin3a"
5.54994891770637e-10,0.389357359705357,0.224,0.109,1.10998978354127e-06,"3","Sorl1"
4.82005407004046e-09,0.349863687685061,0.514,0.37,9.64010814008091e-06,"3","Mgat5"
6.53218962538376e-09,0.264397742089909,0.753,0.595,1.30643792507675e-05,"3","Elavl2"
1.15255088033092e-08,0.425179985276186,0.258,0.159,2.30510176066184e-05,"3","Tox3"
2.36977541710474e-08,0.407303869680047,0.548,0.419,4.73955083420948e-05,"3","Rbms1"
2.77533255366271e-08,0.39136457013985,0.309,0.187,5.55066510732543e-05,"3","Sv2b"
2.78639278825512e-08,0.325981121337404,0.399,0.267,5.57278557651023e-05,"3","Fam46a"
9.51922887961072e-08,0.302455738765147,0.435,0.307,0.000190384577592214,"3","Prkca"
1.86403233003745e-07,0.403160498572773,0.412,0.29,0.00037280646600749,"3","Kcnk2"
2.07142715225401e-07,0.251453908539443,0.601,0.466,0.000414285430450802,"3","Grm1"
2.20979057116881e-07,0.323760530660065,0.198,0.114,0.000441958114233762,"3","Tspan18"
3.96958229366846e-07,0.401656389940192,0.376,0.259,0.000793916458733692,"3","Sgk1"
4.1562786807052e-07,0.251696488485361,0.445,0.315,0.000831255736141041,"3","Rgs17"
5.24012592132095e-07,0.372627766180285,0.348,0.239,0.00104802518426419,"3","Kcnab1"
7.73565173891267e-07,0.30777516445503,0.196,0.113,0.00154713034778253,"3","AW551984"
1.06903612086546e-06,0.316614685612521,0.263,0.164,0.00213807224173091,"3","Klhl4"
1.25103177279077e-06,0.311479116192685,0.406,0.297,0.00250206354558154,"3","Tmem132b"
4.03296904073736e-06,0.33052806990705,0.228,0.145,0.00806593808147472,"3","Chgb"
1.59776019103439e-05,0.268012684328288,0.207,0.135,0.0319552038206879,"3","Wls"
1.87249582895245e-05,0.284060173056891,0.309,0.216,0.0374499165790489,"3","Pygb"
2.23465987641354e-05,0.341935509165506,0.389,0.296,0.0446931975282707,"3","Asxl3"
2.40845979609414e-05,0.289366106780976,0.182,0.105,0.0481691959218828,"3","Ctsl"
3.08899018680111e-05,0.307836547632099,0.341,0.258,0.0617798037360221,"3","Enox2"
4.24924522524069e-05,0.293710513935674,0.316,0.226,0.0849849045048139,"3","Emc7"
9.80937453223478e-05,0.259525299595471,0.175,0.114,0.196187490644696,"3","Cd164"
0.00014289823519542,0.296858726956684,0.346,0.262,0.285796470390841,"3","Pmepa1"
0.000152467803587162,0.270684966306406,0.295,0.215,0.304935607174324,"3","Bex2"
0.000165232160956598,0.319135022205909,0.219,0.14,0.330464321913196,"3","Tacc2"
0.000212734075570259,0.326213626499562,0.316,0.233,0.425468151140518,"3","Itm2c"
0.000234401387455087,0.284451377580738,0.311,0.237,0.468802774910174,"3","Ctnnal1"
0.000285446205731788,0.280531145913182,0.334,0.258,0.570892411463577,"3","Maml3"
0.000433711584978282,0.340405570229085,0.177,0.112,0.867423169956565,"3","Col9a2"
0.000447269863255351,0.285654666414877,0.288,0.218,0.894539726510701,"3","Mpp7"
0.000468159562381943,0.30917143791909,0.274,0.211,0.936319124763886,"3","Fam184b"
0.00122849670213193,0.251340528049876,0.212,0.15,1,"3","Gm1673"
0.00476612166479058,0.260344587493837,0.203,0.141,1,"3","Tns1"
0.00559003620576839,0.264136488130808,0.247,0.186,1,"3","Hmgcs1"
2.39911852235291e-129,2.02959169847749,0.847,0.204,4.79823704470582e-126,"4","Cartpt"
3.37872732188409e-128,1.39075575148015,0.988,0.646,6.75745464376818e-125,"4","Pcsk2"
2.93898656755973e-97,1.34334195546465,0.925,0.499,5.87797313511947e-94,"4","Thsd7a"
1.21573821070369e-88,1.37902623947059,0.815,0.321,2.43147642140739e-85,"4","Mapk4"
1.94327881761171e-85,0.869963154014918,0.994,0.816,3.88655763522343e-82,"4","Rims1"
2.6675884635424e-79,1.0624746860806,0.894,0.463,5.33517692708479e-76,"4","Pld5"
8.13769729161191e-76,1.0722953053098,0.886,0.487,1.62753945832238e-72,"4","Pde1a"
2.49437987464497e-75,0.904601107917024,0.953,0.582,4.98875974928994e-72,"4","Kcnc2"
2.45691706333656e-72,1.37610768566682,0.741,0.304,4.91383412667312e-69,"4","Kctd8"
6.30395905254248e-71,0.788649880863963,0.996,0.762,1.2607918105085e-67,"4","Syt1"
1.2182491177693e-68,0.796927727487597,0.992,0.848,2.4364982355386e-65,"4","Tenm2"
8.71396263000265e-67,1.12868009397819,0.603,0.189,1.74279252600053e-63,"4","Sphkap"
9.05441337240102e-64,0.772846441953777,0.978,0.768,1.8108826744802e-60,"4","Lrrc7"
1.27680293119227e-62,1.20496595796382,0.644,0.232,2.55360586238455e-59,"4","Parm1"
4.71913795273015e-56,1.07733017336692,0.839,0.464,9.43827590546029e-53,"4","Zfp804b"
1.09165482928812e-55,1.1018151618404,0.525,0.166,2.18330965857623e-52,"4","Palmd"
2.46440949700966e-54,0.680152525977765,0.904,0.559,4.92881899401932e-51,"4","Trpm3"
4.27721749362041e-51,0.498178152089102,1,0.869,8.55443498724082e-48,"4","Lrrc4c"
1.19490045222252e-50,0.480557101275624,0.998,0.913,2.38980090444505e-47,"4","Cntnap2"
3.13711204835857e-50,1.00397002162004,0.615,0.252,6.27422409671714e-47,"4","Ell2"
2.55281212418411e-46,0.432816536987153,1,0.906,5.10562424836821e-43,"4","Nlgn1"
1.22227501265483e-43,0.60359893445171,0.988,0.765,2.44455002530966e-40,"4","Kirrel3"
2.13830330482094e-43,1.25299111725433,0.473,0.18,4.27660660964188e-40,"4","Adamtsl1"
2.26473670629856e-43,0.568613673855278,0.916,0.625,4.52947341259712e-40,"4","Ptprg"
4.93403232906113e-43,0.927283848549944,0.407,0.118,9.86806465812225e-40,"4","Enpp2"
4.22224227658203e-41,0.837608498423893,0.809,0.514,8.44448455316406e-38,"4","Egfem1"
3.45388777344873e-40,0.9694951780125,0.381,0.101,6.90777554689746e-37,"4","Nptx1"
7.36093624534294e-40,0.780250060610364,0.802,0.47,1.47218724906859e-36,"4","Camk4"
3.04764358226028e-38,0.679663050681439,0.662,0.318,6.09528716452056e-35,"4","Deptor"
2.8633705186265e-36,0.941981746382106,0.466,0.193,5.72674103725301e-33,"4","Lef1"
4.08953029474367e-35,0.62126006086871,0.424,0.148,8.17906058948734e-32,"4","3632451O06Rik"
2.69387071211215e-34,0.764852805025283,0.415,0.144,5.38774142422429e-31,"4","Nucb2"
1.61656765953864e-33,0.750834526409136,0.621,0.317,3.23313531907727e-30,"4","Slc7a14"
1.89941500067344e-33,0.845263603327121,0.623,0.336,3.79883000134689e-30,"4","Osbpl3"
1.6539949284009e-32,0.610467081671956,0.701,0.393,3.30798985680181e-29,"4","Plxna2"
3.37038774217889e-32,0.718910621607822,0.456,0.192,6.74077548435777e-29,"4","Pdlim5"
6.77941525557717e-32,0.687310032928115,0.454,0.184,1.35588305111543e-28,"4","Gfra1"
1.4137641020092e-31,0.661356742654919,0.521,0.238,2.8275282040184e-28,"4","Sema6a"
1.61877724252281e-31,0.598813112208805,0.892,0.636,3.23755448504562e-28,"4","Ntng1"
1.68879133409356e-30,0.656554120048511,0.772,0.467,3.37758266818712e-27,"4","Cpne4"
8.36035141714709e-30,0.348402453899616,1,0.95,1.67207028342942e-26,"4","Pcdh9"
1.32233452683359e-29,0.517326350305939,0.87,0.603,2.64466905366717e-26,"4","Rbms3"
4.07570332380585e-29,0.365264252512875,0.996,0.889,8.1514066476117e-26,"4","Ptprd"
5.88015504100548e-29,0.401065968251236,0.978,0.757,1.1760310082011e-25,"4","Cntnap5a"
3.01693291894525e-28,0.515526325196108,0.888,0.6,6.03386583789049e-25,"4","Cacna2d1"
1.23840229083547e-27,0.520376550685247,0.44,0.189,2.47680458167093e-24,"4","Snca"
1.62086154165622e-27,0.564065844959879,0.637,0.345,3.24172308331244e-24,"4","Ptpro"
2.41665913903577e-27,0.375400177390977,0.935,0.664,4.83331827807154e-24,"4","Pcdh7"
3.20809821384303e-27,0.536784192866806,0.741,0.438,6.41619642768605e-24,"4","Clstn2"
8.83860082989002e-27,0.617188770594211,0.517,0.265,1.767720165978e-23,"4","Pbx3"
6.32542842388114e-26,0.500788002951852,0.78,0.497,1.26508568477623e-22,"4","Slc2a13"
4.37557642276236e-25,0.446319360766262,0.664,0.374,8.75115284552473e-22,"4","Kcnq5"
8.38447136120485e-25,0.583797255820413,0.385,0.163,1.67689427224097e-21,"4","Dab2"
1.39787584718026e-24,0.525540866716206,0.688,0.406,2.79575169436053e-21,"4","Igf1"
5.53021311682033e-24,0.555900672459497,0.328,0.138,1.10604262336407e-20,"4","Cald1"
1.05680162445461e-23,0.520703636882092,0.627,0.361,2.11360324890922e-20,"4","Daam1"
2.42255079633293e-23,0.534799608607361,0.436,0.202,4.84510159266585e-20,"4","Prune2"
2.46092095182629e-23,0.489609034923152,0.676,0.409,4.92184190365258e-20,"4","Apba2"
5.55281153814371e-23,0.529193040430211,0.688,0.419,1.11056230762874e-19,"4","Mllt3"
6.1622203032684e-23,0.255865020836822,0.896,0.582,1.23244406065368e-19,"4","Dlgap1"
7.39160536226523e-23,0.616425409344696,0.395,0.175,1.47832107245305e-19,"4","Rab3b"
7.43431231267345e-23,0.481843262210141,0.599,0.342,1.48686246253469e-19,"4","Nhs"
1.71248869120679e-22,0.569550788297207,0.479,0.254,3.42497738241357e-19,"4","Me3"
2.18624804544896e-22,0.577520165634634,0.47,0.241,4.37249609089793e-19,"4","Fyco1"
2.37786304885122e-22,0.359968202066381,0.532,0.277,4.75572609770243e-19,"4","Snx10"
2.6649467092069e-22,0.483392984672278,0.58,0.328,5.32989341841379e-19,"4","Lhfp"
3.09790597096677e-22,0.586073035941409,0.369,0.161,6.19581194193354e-19,"4","Maged2"
6.68434036622646e-22,0.251052311846485,0.888,0.639,1.33686807324529e-18,"4","Grm8"
6.8006282560725e-22,0.381328192883495,0.919,0.663,1.3601256512145e-18,"4","Map1b"
1.03714214388249e-21,0.415562335496921,0.629,0.359,2.07428428776498e-18,"4","Pfkp"
1.5354085919971e-21,0.487462910616043,0.542,0.291,3.0708171839942e-18,"4","2510009E07Rik"
5.2945377568155e-21,0.296985281864703,0.939,0.713,1.0589075513631e-17,"4","Erc2"
1.48644453381677e-20,0.438491499292773,0.326,0.149,2.97288906763354e-17,"4","Tle1"
1.57731416680139e-20,0.440467693572176,0.483,0.254,3.15462833360278e-17,"4","Klhl13"
3.16004499401113e-20,0.646995834157055,0.328,0.136,6.32008998802227e-17,"4","Mtus1"
5.13335512058358e-20,0.552400791360601,0.45,0.237,1.02667102411672e-16,"4","Tmtc1"
5.63409204660795e-20,0.299633269126697,0.385,0.178,1.12681840932159e-16,"4","Pcdh19"
9.88040272065043e-20,0.43234051330365,0.424,0.214,1.97608054413009e-16,"4","Adcy5"
1.92231888006575e-19,0.42842820414936,0.454,0.236,3.84463776013149e-16,"4","Efr3b"
2.58638617411529e-19,0.605488382529126,0.438,0.223,5.17277234823058e-16,"4","Pik3r1"
1.13239242837326e-18,0.700012709979641,0.35,0.164,2.26478485674652e-15,"4","Sema5a"
1.94770591195193e-18,0.414292294574468,0.862,0.63,3.89541182390386e-15,"4","Zbtb20"
2.28412076733497e-18,0.521589871558111,0.403,0.215,4.56824153466993e-15,"4","Cntnap4"
9.29028243018199e-18,0.59797540084565,0.409,0.222,1.8580564860364e-14,"4","Mccc2"
1.04042384031451e-17,0.488634117692927,0.356,0.182,2.08084768062902e-14,"4","Jam3"
1.26586327851207e-17,0.348913942115368,0.967,0.786,2.53172655702414e-14,"4","Prkg1"
2.01274174022341e-17,0.424208550154114,0.468,0.266,4.02548348044683e-14,"4","Iqgap1"
2.23380639517238e-17,0.502755211615698,0.387,0.198,4.46761279034476e-14,"4","Gng12"
4.6883968302288e-17,0.336557219967122,0.299,0.134,9.37679366045761e-14,"4","Wwc1"
7.59135126780525e-17,0.278048443578861,0.656,0.407,1.51827025356105e-13,"4","Fam19a2"
1.13106616485563e-16,0.317856607787052,0.35,0.172,2.26213232971126e-13,"4","Rrbp1"
1.19487038716738e-16,0.660870126137113,0.342,0.161,2.38974077433476e-13,"4","Rspo3"
2.23185252769731e-16,0.462024693311341,0.44,0.254,4.46370505539461e-13,"4","Trhde"
2.65221596070549e-16,0.431948100887214,0.54,0.335,5.30443192141097e-13,"4","Mad1l1"
2.81924779513367e-16,0.298694470578214,0.729,0.474,5.63849559026734e-13,"4","Pcdh17"
3.30351266151321e-16,0.37310926705541,0.216,0.077,6.60702532302642e-13,"4","Gpr83"
3.79597509492631e-16,0.271524825893216,0.483,0.279,7.59195018985262e-13,"4","Psd3"
4.37435297043405e-16,0.28638414645852,0.422,0.228,8.74870594086811e-13,"4","Atp2b4"
1.3758637882837e-15,0.264381908510404,0.613,0.392,2.75172757656741e-12,"4","Cdh11"
1.60148688043842e-15,0.376189368214518,0.381,0.196,3.20297376087683e-12,"4","Sez6l"
4.6480620356813e-15,0.351809702378395,0.637,0.419,9.29612407136260e-12,"4","Kcnh7"
5.97344605796655e-15,0.312934688681296,0.399,0.215,1.19468921159331e-11,"4","Slc6a15"
8.28638547027548e-15,0.352510854562515,0.405,0.234,1.6572770940551e-11,"4","Dscaml1"
1.37003334609601e-14,0.510970273779982,0.322,0.162,2.74006669219201e-11,"4","Socs2"
2.38244675297171e-14,0.401288539470015,0.489,0.29,4.76489350594343e-11,"4","Vmp1"
9.66260382003887e-14,0.379512552953929,0.314,0.161,1.93252076400777e-10,"4","Zic4"
9.96510421466995e-14,0.453081229065121,0.354,0.201,1.99302084293399e-10,"4","Ypel2"
1.81189006941608e-13,0.309182326026437,0.383,0.211,3.62378013883216e-10,"4","Pcdh10"
5.72824046892987e-13,0.577834861863336,0.253,0.128,1.14564809378597e-09,"4","Sulf1"
7.33455317583488e-13,0.481900199188937,0.379,0.222,1.46691063516698e-09,"4","Arhgef28"
2.03803208053227e-12,0.377160023233763,0.251,0.129,4.07606416106454e-09,"4","Tstd2"
2.67566389883526e-12,0.357642829253709,0.312,0.165,5.35132779767053e-09,"4","Thap3"
3.87621855205475e-12,0.283266804392244,0.603,0.411,7.75243710410949e-09,"4","Tcf4"
4.80532941877808e-12,0.263961503584389,0.259,0.137,9.61065883755616e-09,"4","Ssfa2"
6.58962794703789e-12,0.358993961071522,0.303,0.162,1.31792558940758e-08,"4","Cdh7"
1.18019198201633e-11,0.373442953027006,0.519,0.344,2.36038396403266e-08,"4","Tmem200a"
1.31025922670502e-11,0.252705447400144,0.452,0.287,2.62051845341004e-08,"4","Klhl1"
2.56057475274979e-11,0.46289194865886,0.328,0.19,5.12114950549958e-08,"4","Ptbp3"
3.13564858097916e-11,0.388446880204515,0.2,0.082,6.27129716195832e-08,"4","Rspo1"
3.1994148954758e-11,0.329863510963104,0.303,0.164,6.39882979095159e-08,"4","Nr2f1"
3.60247667310567e-11,0.252152892066803,0.405,0.255,7.20495334621133e-08,"4","Senp8"
5.25331841116063e-11,0.378953071604674,0.411,0.256,1.05066368223213e-07,"4","Plce1"
6.54849677928172e-11,0.33161240837318,0.434,0.278,1.30969935585634e-07,"4","L3mbtl3"
8.44565654026711e-11,0.345037348614852,0.303,0.182,1.68913130805342e-07,"4","Pde1c"
1.37284017906959e-10,0.253144461753528,0.481,0.316,2.74568035813918e-07,"4","Igf1r"
1.43899263618155e-10,0.259045429177207,0.499,0.326,2.8779852723631e-07,"4","Rab27b"
2.41162777667604e-10,0.277937560857841,0.185,0.076,4.82325555335209e-07,"4","Hspb11"
2.55421275809273e-10,0.350099469071071,0.271,0.163,5.10842551618546e-07,"4","Tmem196"
2.60410537980234e-10,0.444808243339015,0.236,0.125,5.20821075960468e-07,"4","Vcan"
8.43200173357039e-10,0.374947434420137,0.538,0.368,1.68640034671408e-06,"4","Nnat"
1.71878587535106e-09,0.268671861735946,0.273,0.148,3.43757175070213e-06,"4","Cpne5"
2.0311026614532e-09,0.362576951091049,0.253,0.132,4.06220532290641e-06,"4","Fkbp14"
3.98295918027225e-09,0.335163510288609,0.326,0.203,7.9659183605445e-06,"4","Cdyl"
6.38745918735337e-09,0.253712304346644,0.279,0.169,1.27749183747067e-05,"4","Arhgef3"
7.75403257556285e-09,0.274764332116696,0.238,0.143,1.55080651511257e-05,"4","Abhd2"
8.01169066742406e-09,0.372746568266619,0.222,0.119,1.60233813348481e-05,"4","Degs1"
2.08521924386742e-08,0.324054777713219,0.316,0.204,4.17043848773484e-05,"4","Arfgap3"
8.68222977809796e-08,0.27014907420829,0.371,0.256,0.000173644595561959,"4","Hs3st1"
1.06219628576124e-07,0.312127825570247,0.189,0.092,0.000212439257152249,"4","Hrh3"
1.85199102265719e-07,0.276935267695073,0.159,0.07,0.000370398204531439,"4","Amigo2"
2.32846706633874e-07,0.332813716994913,0.138,0.049,0.000465693413267748,"4","Lmo2"
9.67338634766895e-07,0.273719247155761,0.291,0.187,0.00193467726953379,"4","Tmem158"
1.43903323266302e-06,0.269914553350738,0.283,0.194,0.00287806646532603,"4","Plekhh2"
1.55150762913349e-05,0.321200409596132,0.183,0.095,0.0310301525826699,"4","Prkcq"
5.86661635147879e-05,0.286801754335014,0.185,0.112,0.117332327029576,"4","Arhgap31"
6.94995045699462e-05,0.373368791158101,0.228,0.141,0.138999009139892,"4","Tnfaip8"
0.00235808113288345,0.274547147056009,0.139,0.077,1,"4","Foxo1"
2.47111416588868e-77,2.5273173395387,0.808,0.3,4.94222833177737e-74,"5","Lrp1b"
2.32470139804576e-70,2.21445224957764,0.842,0.358,4.64940279609152e-67,"5","Csmd1"
2.4369445376387e-56,2.11910138161247,0.588,0.166,4.8738890752774e-53,"5","Fam19a1"
4.71571739519869e-56,2.28754347246355,0.671,0.243,9.43143479039738e-53,"5","Sorcs1"
9.89443041170065e-49,1.83867557180958,0.529,0.149,1.97888608234013e-45,"5","Caln1"
8.28054162939136e-46,2.53363590178512,0.567,0.199,1.65610832587827e-42,"5","Pcdh15"
1.0209584435781e-42,2.18082592762302,0.517,0.132,2.0419168871562e-39,"5","Alcam"
3.01169982299513e-41,1.45868734919327,0.879,0.672,6.02339964599025e-38,"5","Magi2"
1.38077389865434e-40,1.82494998303775,0.825,0.523,2.76154779730868e-37,"5","Asic2"
1.26712144943501e-37,1.73869457033215,0.717,0.363,2.53424289887002e-34,"5","Unc5d"
3.22197437641597e-37,1.47695575786316,0.5,0.169,6.44394875283194e-34,"5","Unc13c"
1.04795629605143e-35,1.67859025238207,0.454,0.15,2.09591259210286e-32,"5","Chrm3"
6.76337258355445e-35,1.52075229435593,0.467,0.151,1.35267451671089e-31,"5","Tmem163"
3.10731109315296e-31,0.626734949680552,0.246,0.036,6.21462218630592e-28,"5","Dlx6os1"
4.2738989551188e-31,1.8983551388312,0.479,0.179,8.5477979102376e-28,"5","Pex5l"
2.27897802610506e-30,1.95735538459721,0.446,0.162,4.55795605221012e-27,"5","Gpc5"
4.85929752029003e-30,1.63316820552507,0.646,0.33,9.71859504058006e-27,"5","Cntn4"
8.96385017439543e-29,1.60365783490193,0.65,0.342,1.79277003487909e-25,"5","Pdzrn4"
9.98418927349313e-29,1.47086379858953,0.362,0.103,1.99683785469863e-25,"5","Rgs6"
4.10796435508991e-28,1.34224775400651,0.754,0.486,8.21592871017981e-25,"5","Rmst"
6.87071319819557e-26,1.87171542555801,0.504,0.216,1.37414263963911e-22,"5","Auts2"
1.29808973689477e-25,1.20585380973131,0.725,0.425,2.59617947378955e-22,"5","Kcnq5"
2.71648643668952e-24,1.31064621299901,0.804,0.651,5.43297287337904e-21,"5","Il1rapl1"
3.96250883188333e-24,1.26424685694141,0.696,0.438,7.92501766376667e-21,"5","Rora"
6.99682322154457e-24,0.803299044105691,0.3,0.086,1.39936464430891e-20,"5","Ldb2"
3.48447401319501e-22,1.18973723350714,0.496,0.229,6.96894802639003e-19,"5","Kcnj3"
8.31425675609904e-22,0.375424593700318,0.262,0.072,1.66285135121981e-18,"5","Dock1"
1.35205545946511e-21,1.18953574663068,0.9,0.888,2.70411091893021e-18,"5","Kcnip4"
7.04975744355162e-21,0.992340857847558,0.812,0.684,1.40995148871032e-17,"5","Dab1"
1.05785032623393e-20,0.568000981457151,0.262,0.065,2.11570065246786e-17,"5","Arhgef26"
1.2807447529792e-20,0.711978186333363,0.262,0.064,2.56148950595841e-17,"5","Necab1"
2.21820467397126e-20,1.4137339156457,0.571,0.3,4.43640934794251e-17,"5","Cdh13"
4.50533537057228e-16,1.0372017838618,0.542,0.296,9.01067074114456e-13,"5","Spock3"
1.63143783337139e-15,1.14381514066718,0.338,0.129,3.26287566674278e-12,"5","Cpne8"
2.89785622885689e-15,0.956368396606106,0.279,0.102,5.79571245771378e-12,"5","Cdh4"
5.69866996159218e-15,0.771578952424786,0.254,0.067,1.13973399231844e-11,"5","BC030499"
9.37308499535361e-15,0.615879510670984,0.321,0.139,1.87461699907072e-11,"5","Arpp21"
1.09356509124627e-14,0.907042801522794,0.346,0.139,2.18713018249254e-11,"5","Vwc2"
1.62611750118258e-14,1.54345850308107,0.521,0.311,3.25223500236516e-11,"5","Inpp4b"
2.47489024372449e-14,0.612238700051845,0.279,0.109,4.94978048744898e-11,"5","Ndst3"
4.57434204031683e-14,0.89720915710395,0.729,0.574,9.14868408063367e-11,"5","Tenm4"
1.29608870436095e-13,0.956516708480634,0.438,0.228,2.59217740872191e-10,"5","Cdh20"
2.1554903023438e-13,0.868604343284347,0.421,0.214,4.3109806046876e-10,"5","Vsnl1"
2.68345330886149e-13,0.709225752405524,0.258,0.083,5.36690661772299e-10,"5","Aifm3"
4.03363194610735e-13,0.61497582472946,0.329,0.15,8.0672638922147e-10,"5","Kcnip1"
4.23404773622126e-13,0.440738306596245,0.242,0.087,8.46809547244252e-10,"5","4930447C04Rik"
2.21848063164418e-12,0.814012247992149,0.754,0.585,4.43696126328835e-09,"5","Dpp10"
2.95290245599321e-12,1.21488718715612,0.525,0.337,5.90580491198643e-09,"5","B3galt1"
3.61402445858898e-12,0.921819070061504,0.35,0.176,7.22804891717797e-09,"5","Ndst4"
1.52314013524659e-11,0.653512588623332,0.271,0.107,3.04628027049318e-08,"5","Ano3"
1.53323926779864e-11,0.718831187235431,0.271,0.094,3.06647853559728e-08,"5","Nrp2"
1.54852798174213e-11,0.680988695315402,0.292,0.14,3.09705596348426e-08,"5","Zfp536"
2.29016061400843e-11,0.639302004307485,0.863,0.88,4.58032122801687e-08,"5","Ntm"
2.77629189110175e-11,0.358187380571777,0.192,0.039,5.5525837822035e-08,"5","Prmt8"
3.81742915438793e-11,0.7316461736613,0.779,0.686,7.63485830877585e-08,"5","Gabrg3"
5.14256076628294e-11,0.844073369362035,0.683,0.508,1.02851215325659e-07,"5","Grik1"
1.70011551629789e-10,0.844034136752878,0.288,0.116,3.40023103259579e-07,"5","Megf11"
1.94026376116699e-10,0.499189162164675,0.283,0.129,3.88052752233399e-07,"5","Slc44a1"
3.78248505043979e-10,0.632373058446968,0.867,0.833,7.56497010087958e-07,"5","Grm5"
4.40729905584421e-10,0.919345877624802,0.346,0.17,8.81459811168842e-07,"5","Spats2l"
7.35312922022175e-10,0.929886841145851,0.412,0.237,1.47062584404435e-06,"5","Specc1"
1.27303599164845e-08,0.317640060771176,0.192,0.071,2.54607198329691e-05,"5","Tcf7l2"
1.40309757581512e-08,0.825085988955162,0.458,0.296,2.80619515163024e-05,"5","Plcb4"
1.60652263611044e-08,0.671223735076609,0.225,0.065,3.21304527222088e-05,"5","Tcerg1l"
2.00287386432533e-08,0.810976102303782,0.4,0.232,4.00574772865067e-05,"5","Rcan2"
2.0200103914907e-08,0.353695333843496,0.183,0.076,4.0400207829814e-05,"5","Meis2"
2.07218495255073e-08,1.23221617316065,0.304,0.145,4.14436990510146e-05,"5","Luzp2"
2.56109297044546e-08,0.674388375171607,0.342,0.193,5.12218594089091e-05,"5","Pcsk5"
3.90006210869593e-08,0.876153322063939,0.417,0.265,7.80012421739185e-05,"5","Tnr"
4.31117061778432e-08,0.429689121354996,0.212,0.072,8.62234123556865e-05,"5","Igfbp5"
4.82206604836528e-08,0.857828574620484,0.446,0.293,9.64413209673055e-05,"5","Tmtc2"
8.01781203994928e-08,0.364146443027475,0.233,0.107,0.000160356240798986,"5","Gpc3"
8.83516469492825e-08,0.692897109598592,0.417,0.268,0.000176703293898565,"5","Trps1"
1.00010601567518e-07,0.63086736812685,0.246,0.099,0.000200021203135036,"5","Epha4"
1.20703103915889e-07,0.887135454664931,0.275,0.12,0.000241406207831778,"5","Nrp1"
1.3237261909651e-07,0.652923733667515,0.212,0.068,0.000264745238193021,"5","Gda"
1.79980214076253e-07,0.789712957069237,0.292,0.14,0.000359960428152505,"5","Nos1ap"
2.12796443748436e-07,0.332789681280303,0.267,0.153,0.000425592887496873,"5","Ptprt"
2.36690828011071e-07,0.573926045709162,0.812,0.733,0.000473381656022142,"5","Dmd"
2.91845750007075e-07,0.63489005752891,0.375,0.233,0.00058369150001415,"5","Ncapd3"
3.43390260227417e-07,0.437715196461683,0.183,0.052,0.000686780520454833,"5","Ajap1"
4.78588312954874e-07,0.343545586757358,0.283,0.153,0.000957176625909749,"5","Gna12"
7.51000903647637e-07,0.526735801193798,0.242,0.119,0.00150200180729527,"5","A830018L16Rik"
1.16004179907377e-06,0.540637323513076,0.408,0.267,0.00232008359814754,"5","Ptprz1"
1.2803861698763e-06,0.485940104497272,0.2,0.078,0.0025607723397526,"5","Nrsn1"
1.53058420734357e-06,0.674466387346665,0.271,0.152,0.00306116841468714,"5","Itpr1"
1.56325299225007e-06,0.726797832801802,0.483,0.333,0.00312650598450015,"5","Edil3"
2.97714980523413e-06,0.579901133112256,0.262,0.138,0.00595429961046825,"5","Kcnh1"
3.13203517566482e-06,0.254390464936719,0.217,0.103,0.00626407035132963,"5","Bbs1"
3.63676555497216e-06,0.381599701898323,0.196,0.085,0.00727353110994432,"5","Palld"
4.099724519681e-06,0.586660199006211,0.525,0.404,0.00819944903936201,"5","Slc24a3"
6.02416072498738e-06,0.41002651801526,0.188,0.074,0.0120483214499748,"5","Fndc5"
6.27556535121223e-06,0.608202921414814,0.383,0.259,0.0125511307024245,"5","Gpr137c"
6.70747788228889e-06,0.628128865061086,0.367,0.238,0.0134149557645778,"5","Fhod3"
9.29911595185094e-06,0.757598879884391,0.408,0.282,0.0185982319037019,"5","Dock10"
1.37784204213162e-05,0.322934487780043,0.217,0.103,0.0275568408426325,"5","Sema5b"
1.74503405420519e-05,0.514484659888398,0.308,0.177,0.0349006810841037,"5","Arhgap6"
2.11990691249441e-05,0.650296344167418,0.537,0.418,0.0423981382498882,"5","Gabrb2"
2.88332098772523e-05,0.666572835209446,0.738,0.672,0.0576664197545045,"5","March1"
4.36058312113242e-05,0.37611099528728,0.2,0.084,0.0872116624226483,"5","Crtac1"
4.60892202531524e-05,0.56271164362741,0.412,0.294,0.0921784405063049,"5","Grik4"
5.02697523997513e-05,0.535997622643741,0.346,0.231,0.100539504799503,"5","Srrm4"
5.74527104311724e-05,0.488893813425927,0.338,0.199,0.114905420862345,"5","Scg2"
